,0
595,8435.783203125
596,8615.0751953125
597,8533.6474609375
598,8233.408203125
599,8515.3193359375
600,8376.9345703125
601,8382.7998046875
602,8614.0107421875
603,8609.9736328125
604,8385.408203125
605,8702.4052734375
606,8629.9501953125
607,8651.6123046875
608,8293.6943359375
609,8586.6083984375
610,8326.7529296875
611,8643.6162109375
612,8392.3759765625
613,8351.2451171875
614,8509.1728515625
615,8441.7763671875
616,8273.5634765625
617,8300.04296875
618,8527.470703125
619,8391.8818359375
620,8405.9541015625
621,8166.4150390625
622,8562.6298828125
623,8417.18359375
624,8380.6142578125
625,9030.5712890625
626,8470.470703125
627,8463.236328125
628,8756.2373046875
629,8473.7138671875
630,8569.6474609375
631,8459.11328125
632,8586.4052734375
633,8476.1181640625
634,8503.0234375
635,8102.49169921875
636,8620.95703125
637,8464.0400390625
638,8516.9599609375
639,8505.6103515625
640,8369.3125
641,8249.2177734375
642,8585.623046875
643,8304.37890625
644,8279.4072265625
645,8482.3857421875
646,8344.189453125
647,8205.4453125
648,8601.994140625
649,8543.6728515625
650,8452.8994140625
651,8675.0400390625
652,8437.19140625
653,8551.3837890625
654,8323.6787109375
655,8483.166015625
656,8383.6904296875
657,8414.314453125
658,8273.228515625
659,8651.3818359375
660,8690.646484375
661,8499.845703125
662,8288.236328125
663,8395.150390625
664,8133.60302734375
665,8393.087890625
666,8638.390625
667,8637.2197265625
668,8358.91796875
669,8624.384765625
670,8408.8818359375
671,8236.2841796875
672,8349.1494140625
673,8250.435546875
674,8291.87109375
675,8593.1796875
676,8649.16015625
677,8448.1533203125
678,8495.2568359375
679,8439.3291015625
680,8503.9970703125
681,8610.8662109375
682,8488.0361328125
683,8343.9521484375
684,8475.9609375
685,8415.11328125
686,8050.83154296875
687,8335.0673828125
688,8369.337890625
689,8375.0234375
690,8392.3818359375
691,8412.259765625
692,8492.01953125
693,8371.21484375
694,8404.2998046875
695,8580.55859375
696,8531.197265625
697,8722.9814453125
698,8451.4423828125
699,8377.1669921875
700,8801.05859375
701,8656.2470703125
702,8274.580078125
703,8408.0693359375
704,8227.7587890625
705,8542.185546875
706,8324.37890625
707,8382.7099609375
708,8543.1923828125
709,8341.15234375
710,8526.7939453125
711,8535.75
712,8164.3916015625
713,8209.3662109375
714,8560.9951171875
715,8443.2119140625
716,8589.66796875
717,8185.017578125
718,8528.158203125
719,8605.9453125
720,8379.703125
721,8196.505859375
722,8234.2548828125
723,8386.0595703125
724,8164.96435546875
725,8465.1513671875
726,8592.318359375
727,8290.3310546875
728,8445.4228515625
729,8727.423828125
730,8468.638671875
731,8238.7646484375
732,8642.494140625
733,8404.46484375
734,8572.2255859375
735,8340.263671875
736,8514.734375
737,8272.8037109375
738,8713.7119140625
739,8273.0966796875
740,8546.4541015625
741,8221.857421875
742,8352.9150390625
743,8145.9140625
744,8311.736328125
745,8613.08984375
746,8640.3896484375
747,8641.4296875
748,8472.5693359375
749,8375.0703125
750,8205.005859375
751,8346.1484375
752,8264.337890625
753,8448.5927734375
754,8474.08984375
755,8761.69921875
756,8159.88623046875
757,8491.7451171875
758,8447.091796875
759,8144.99365234375
760,8824.02734375
761,8449.5029296875
762,8499.6083984375
763,8299.4375
764,8265.185546875
765,8359.7646484375
766,8649.9638671875
767,8460.55859375
768,8314.380859375
769,8335.8115234375
770,8414.3232421875
771,8659.318359375
772,8468.6435546875
773,8248.9501953125
774,8637.396484375
775,8561.5751953125
776,8402.73046875
777,8355.490234375
778,8189.736328125
779,8718.255859375
780,8543.068359375
781,8602.5625
782,8461.2666015625
783,8365.0166015625
784,8754.8154296875
785,8270.7265625
786,8559.2431640625
787,8383.1669921875
788,8582.3095703125
789,8445.015625
790,8567.34765625
791,8469.982421875
792,8483.8017578125
793,8459.3310546875
794,8343.9306640625
795,8421.1328125
796,8230.5283203125
797,8469.435546875
798,8522.849609375
799,8577.4970703125
800,8303.8544921875
801,8868.1142578125
802,8729.5380859375
803,8363.490234375
804,8427.3681640625
805,8480.5244140625
806,8408.1259765625
807,8591.7412109375
808,8530.5400390625
809,8390.845703125
810,8541.8125
811,8605.0498046875
812,8610.734375
813,8636.986328125
814,8451.28125
815,8308.806640625
816,8230.4990234375
817,8350.3310546875
818,8612.87890625
819,8565.392578125
820,8573.91015625
821,8510.7724609375
822,8672.484375
823,8354.0283203125
824,8470.767578125
825,8398.974609375
826,8583.7666015625
827,8443.115234375
828,8447.4052734375
829,8144.82666015625
830,8244.9111328125
831,8536.23828125
832,8423.02734375
833,8452.642578125
834,8603.9501953125
835,8542.96484375
836,8568.1181640625
837,8603.1484375
838,8500.2138671875
839,7962.02783203125
840,8341.93359375
841,8636.2138671875
842,8423.8779296875
843,8283.3701171875
844,8187.77099609375
845,8310.4384765625
846,8634.5458984375
847,8250.884765625
848,8327.6748046875
849,8285.4072265625
850,8233.46484375
851,8264.04296875
852,8287.14453125
853,8301.279296875
854,8524.341796875
855,8159.41943359375
856,8377.271484375
857,8525.49609375
858,8494.505859375
859,8253.95703125
860,8178.60498046875
861,8550.775390625
862,8183.49560546875
863,8579.30078125
864,8251.275390625
865,8194.5625
866,8525.0595703125
867,8304.9580078125
868,8423.9130859375
869,8549.0703125
870,8606.8017578125
871,8579.40234375
872,8369.6494140625
873,8376.2080078125
874,8379.6015625
875,8228.3603515625
876,8555.9345703125
877,8373.119140625
878,8575.45703125
879,8342.763671875
880,8475.279296875
881,8452.0185546875
882,8426.357421875
883,8349.916015625
884,8335.9619140625
885,8393.12890625
886,8375.82421875
887,8604.6494140625
888,8308.408203125
889,8271.63671875
890,8480.0146484375
891,8389.73828125
892,8154.55419921875
893,8652.9443359375
894,8478.595703125
895,8177.5927734375
896,8360.361328125
897,8378.90234375
898,8451.611328125
899,8432.6220703125
900,8578.7451171875
901,8586.6005859375
902,8579.3564453125
903,8612.1416015625
904,8584.568359375
905,8483.1083984375
906,8235.666015625
907,8305.3671875
908,8270.0185546875
909,8367.4638671875
910,8662.4638671875
911,8393.125
912,8473.2177734375
913,8165.87646484375
914,8583.138671875
915,8224.9658203125
916,8494.3251953125
917,8455.51171875
918,8293.7626953125
919,8598.4892578125
920,8224.9296875
921,8303.08203125
922,8263.5654296875
923,8418.10546875
924,8343.0654296875
925,8410.2490234375
926,8536.1591796875
927,8605.3193359375
928,8771.08203125
929,8336.2783203125
930,8738.7314453125
931,8520.8896484375
932,8235.2822265625
933,8252.9462890625
934,8472.9228515625
935,8533.1591796875
936,8389.310546875
937,8237.2705078125
938,8529.921875
939,8482.3564453125
940,8058.43408203125
941,8647.3427734375
942,8483.9404296875
943,8255.3056640625
944,8376.513671875
945,8451.3779296875
946,8781.9306640625
947,8384.7685546875
948,8399.4560546875
949,8279.4814453125
950,8274.9130859375
951,8322.177734375
952,8523.88671875
953,8136.478515625
954,8446.8486328125
955,8229.3203125
956,8511.7041015625
957,8123.57763671875
958,8490.8271484375
959,8280.4755859375
960,8487.7109375
961,8391.171875
962,8528.1953125
963,8585.3583984375
964,8574.984375
965,8461.0244140625
966,8627.2822265625
967,8273.12109375
968,8533.3671875
969,8465.1689453125
970,8430.1357421875
971,8363.8466796875
972,8575.642578125
973,8388.92578125
974,8081.8896484375
975,8390.388671875
976,8302.65625
977,8451.4931640625
978,8350.166015625
979,8710.0703125
980,8430.248046875
981,8328.5166015625
982,8508.953125
983,8402.94921875
984,8230.8798828125
985,8375.5556640625
986,8470.0029296875
987,8442.78125
988,8367.3740234375
989,8231.251953125
990,8489.568359375
991,8328.6416015625
992,8154.48046875
993,8432.1650390625
994,8489.2626953125
995,8418.1083984375
996,8470.634765625
997,8321.83984375
998,8291.6064453125
999,8578.04296875
1000,8294.2373046875
1001,8283.0244140625
1002,8541.8447265625
1003,8364.68359375
1004,7979.0546875
1005,8814.4931640625
1006,8556.638671875
1007,8555.69921875
1008,8368.3359375
1009,8520.5498046875
1010,8319.6337890625
1011,8484.6552734375
1012,8659.3330078125
1013,8664.6123046875
1014,8520.9853515625
1015,8214.3466796875
1016,8389.2939453125
1017,8514.322265625
1018,8478.11328125
1019,8256.2060546875
1020,8333.67578125
1021,8347.537109375
1022,8346.4365234375
1023,8344.361328125
1024,8139.0068359375
1025,8339.5458984375
1026,8357.876953125
1027,8326.705078125
1028,8337.7216796875
1029,8294.91015625
1030,8112.4345703125
1031,8468.97265625
1032,8743.6962890625
1033,8247.2353515625
1034,8677.52734375
1035,8301.3837890625
1036,8324.861328125
1037,8349.9833984375
1038,8687.73046875
1039,8432.4169921875
1040,8224.4228515625
1041,8639.5927734375
1042,8475.9970703125
1043,8509.470703125
1044,8289.65625
1045,8309.6259765625
1046,8484.5029296875
1047,8445.30078125
1048,8403.736328125
1049,8478.3798828125
1050,8634.7080078125
1051,8605.3779296875
1052,8677.6396484375
1053,8643.3291015625
1054,8440.8212890625
1055,8311.5478515625
1056,8437.880859375
1057,8438.9365234375
1058,8385.8603515625
1059,8255.515625
1060,8274.9697265625
1061,8313.34375
1062,8637.04296875
1063,8356.16015625
1064,8413.0966796875
1065,8527.2646484375
1066,8406.818359375
1067,8284.1044921875
1068,8389.3212890625
1069,8440.71875
1070,8626.833984375
1071,8341.2919921875
1072,8318.5712890625
1073,8484.8818359375
1074,8625.77734375
1075,8333.0517578125
1076,8357.373046875
1077,8246.8076171875
1078,8382.2822265625
1079,8083.6220703125
1080,8378.490234375
1081,8202.2734375
1082,8401.5634765625
1083,8375.2724609375
1084,8156.10498046875
1085,8375.36328125
1086,8365.4189453125
1087,8226.451171875
1088,8387.1376953125
1089,8581.44921875
1090,8366.939453125
1091,8484.09375
1092,8421.7392578125
1093,8268.31640625
1094,8496.318359375
1095,8067.34619140625
1096,8276.845703125
1097,8168.46435546875
1098,8553.619140625
1099,8122.7724609375
1100,8343.7939453125
1101,8440.5146484375
1102,8442.8505859375
1103,8223.953125
1104,8454.7470703125
1105,8461.900390625
1106,8260.087890625
1107,8540.5927734375
1108,8555.7421875
1109,8311.0263671875
1110,8146.13525390625
1111,8609.181640625
1112,8255.6513671875
1113,8623.8359375
1114,8071.208984375
1115,8612.51171875
1116,8407.7216796875
1117,8230.19140625
1118,8221.181640625
1119,8164.76708984375
1120,8362.2060546875
1121,8394.1328125
1122,8511.833984375
1123,8405.3515625
1124,8327.7275390625
1125,8369.3994140625
1126,8489.4619140625
1127,8350.1396484375
1128,8601.005859375
1129,8192.666015625
1130,8471.5615234375
1131,8214.45703125
1132,8307.3935546875
1133,8319.8681640625
1134,8233.7236328125
1135,8689.2421875
1136,8630.595703125
1137,8523.9306640625
1138,8585.294921875
1139,8310.1923828125
1140,8153.3642578125
1141,8448.1025390625
1142,8494.08203125
1143,8357.501953125
1144,8349.8828125
1145,8181.08984375
1146,7928.49609375
1147,8146.8564453125
1148,8518.40234375
1149,8181.25390625
1150,8672.126953125
1151,7951.5830078125
1152,8355.21484375
1153,8385.3896484375
1154,8263.4365234375
1155,8335.32421875
1156,8374.693359375
1157,8467.9423828125
1158,8421.265625
1159,8420.1689453125
1160,8527.23828125
1161,8305.4638671875
1162,8262.05078125
1163,8310.9150390625
1164,8280.3935546875
1165,8141.80029296875
1166,8457.2021484375
1167,8126.8330078125
1168,8371.0537109375
1169,8093.29345703125
1170,8255.4482421875
1171,8345.5224609375
1172,8254.404296875
1173,8324.3916015625
1174,8104.68359375
1175,8405.396484375
1176,8166.755859375
1177,8004.92626953125
1178,8170.08740234375
1179,8235.0703125
1180,8548.28515625
1181,8355.7705078125
1182,8597.8466796875
1183,8313.7158203125
1184,8159.689453125
1185,8470.51171875
1186,7879.74951171875
1187,8683.4375
1188,8439.3388671875
1189,8190.9296875
1190,8389.96875
1191,8310.7998046875
1192,8041.27734375
1193,8151.9970703125
1194,8320.6865234375
1195,8398.69140625
1196,8309.71875
1197,8078.2685546875
1198,8303.025390625
1199,8430.2548828125
1200,8434.314453125
1201,8268.3662109375
1202,8124.1953125
1203,8048.95361328125
1204,7854.291015625
1205,8162.01513671875
1206,8563.982421875
1207,8228.6396484375
1208,8045.8154296875
1209,8094.498046875
1210,8491.388671875
1211,8143.1435546875
1212,8283.625
1213,7942.4990234375
1214,8071.4833984375
1215,8328.5224609375
1216,8441.6650390625
1217,8080.24951171875
1218,8218.1904296875
1219,7744.90283203125
1220,8157.1845703125
1221,8093.62890625
1222,8202.4716796875
1223,8378.103515625
1224,7836.318359375
1225,8097.80810546875
1226,8389.2880859375
1227,7898.794921875
1228,8287.732421875
1229,7998.75341796875
1230,7842.177734375
1231,7994.81396484375
1232,8092.66357421875
1233,7949.60009765625
1234,8146.19921875
1235,8083.298828125
1236,7765.69189453125
1237,8414.83984375
1238,8226.10546875
1239,8049.6435546875
1240,7851.5810546875
1241,7906.71240234375
1242,8152.861328125
1243,7941.95458984375
1244,7879.96533203125
1245,8275.9619140625
1246,7952.16845703125
1247,7972.58642578125
1248,7977.5400390625
1249,7983.17626953125
1250,7907.13427734375
1251,7646.98388671875
1252,7879.84521484375
1253,8161.673828125
1254,8120.29345703125
1255,7789.91162109375
1256,8287.4931640625
1257,8146.58154296875
1258,7784.81298828125
1259,7958.83349609375
1260,7673.2021484375
1261,7808.79345703125
1262,7759.3544921875
1263,7917.83203125
1264,7885.3779296875
1265,7919.45166015625
1266,7762.87255859375
1267,7669.498046875
1268,7847.115234375
1269,7640.1953125
1270,7754.953125
1271,7615.96923828125
1272,7923.94970703125
1273,7891.20068359375
1274,7637.25537109375
1275,7742.28759765625
1276,7618.205078125
1277,7570.849609375
1278,7577.69482421875
1279,7777.3837890625
1280,7644.9677734375
1281,7456.8154296875
1282,7637.8369140625
1283,7542.552734375
1284,7292.0087890625
1285,7500.2451171875
1286,7584.2041015625
1287,7348.58984375
1288,7610.8388671875
1289,7472.89990234375
1290,7760.87548828125
1291,7433.48681640625
1292,7566.99951171875
1293,7573.2587890625
1294,7577.47021484375
1295,7333.3232421875
1296,7364.513671875
1297,7752.255859375
1298,7461.04443359375
1299,7673.68115234375
1300,7518.68212890625
1301,7488.2509765625
1302,7415.734375
1303,7215.0859375
1304,7299.2890625
1305,7478.80517578125
1306,7071.70751953125
1307,7270.5810546875
1308,7390.78564453125
1309,7279.634765625
1310,7403.30517578125
1311,7222.111328125
1312,7343.2255859375
1313,7310.46435546875
1314,7294.9873046875
1315,7130.44677734375
1316,7147.365234375
1317,7145.88720703125
1318,7184.87646484375
1319,7368.08056640625
1320,7194.89697265625
1321,7131.455078125
1322,7019.07177734375
1323,6935.19677734375
1324,7137.74658203125
1325,6982.1376953125
1326,7129.40966796875
1327,7131.47119140625
1328,7146.3916015625
1329,7082.9599609375
1330,7097.06787109375
1331,7209.2255859375
1332,7310.7607421875
1333,6959.92724609375
1334,7192.89208984375
1335,7092.36474609375
1336,7174.59130859375
1337,6843.11572265625
1338,7274.1025390625
1339,6950.5771484375
1340,6862.423828125
1341,6774.2294921875
1342,7189.37060546875
1343,6653.82861328125
1344,6820.05419921875
1345,6846.28662109375
1346,7009.18212890625
1347,6987.2373046875
1348,6723.673828125
1349,7197.7548828125
1350,6920.9775390625
1351,7111.10546875
1352,6834.8125
1353,6892.7197265625
1354,6861.2587890625
1355,6790.35009765625
1356,6823.7236328125
1357,6830.4970703125
1358,6721.10205078125
1359,7139.10595703125
1360,6512.25732421875
1361,6862.052734375
1362,6874.740234375
1363,6827.3154296875
1364,6697.26806640625
1365,6604.345703125
1366,6555.99267578125
1367,6740.7861328125
1368,6628.24609375
1369,6979.05810546875
1370,6529.99853515625
1371,6392.18212890625
1372,6621.5908203125
1373,6726.40478515625
1374,6626.55419921875
1375,6498.1787109375
1376,6787.90185546875
1377,6838.1826171875
1378,6685.14111328125
1379,6587.56494140625
1380,6542.69873046875
1381,6594.51953125
1382,6346.9150390625
1383,6589.85595703125
1384,6547.43359375
1385,6520.263671875
1386,6528.0107421875
1387,6577.81884765625
1388,6595.33251953125
1389,6620.470703125
1390,6530.52783203125
1391,6555.3896484375
1392,6642.6171875
1393,6438.14453125
1394,6543.85888671875
1395,6521.65185546875
1396,6409.92236328125
1397,6538.419921875
1398,6505.85205078125
1399,6311.22900390625
1400,6408.21533203125
1401,6333.22119140625
1402,6311.17138671875
1403,6540.728515625
1404,6511.7919921875
1405,6473.34130859375
1406,6698.97802734375
1407,6454.80322265625
1408,6266.57763671875
1409,6430.21484375
1410,6347.2939453125
1411,6431.3271484375
1412,6258.77001953125
1413,6300.4169921875
1414,6411.84814453125
1415,6313.55419921875
1416,6523.96630859375
1417,6371.5654296875
1418,6215.841796875
1419,6006.6640625
1420,6314.28759765625
1421,6428.2490234375
1422,6361.81787109375
1423,6351.43994140625
1424,6347.0341796875
1425,6176.974609375
